AwayEFG,AwayFT/FGA,AwayORB,AwayScore,AwayTOV,HomeEFG,HomeFT/FGA,HomeORB,HomeScore,HomeTOV,pace,url
0.399,0.202,19.2,84,8.5,0.483,0.148,33.3,98,13.7,91.8,http://www.basketball-reference.com/boxscores/201604250POR.html
0.422,0.234,20.8,83,18.5,0.51,0.125,27.7,110,10.4,97.4,http://www.basketball-reference.com/boxscores/201604260ATL.html
0.541,0.274,21.6,99,14.4,0.439,0.366,26.7,102,6.7,88,http://www.basketball-reference.com/boxscores/201604260TOR.html
0.358,0.137,39.3,81,14.1,0.628,0.134,16.2,114,9.1,92.4,http://www.basketball-reference.com/boxscores/201604270GSW.html
0.518,0.265,19.6,108,8.4,0.453,0.233,15.4,98,9.2,97.9,http://www.basketball-reference.com/boxscores/201604270LAC.html
0.464,0.143,10.2,90,11.7,0.451,0.185,14.3,88,13.5,95.9,http://www.basketball-reference.com/boxscores/201604270MIA.html
0.568,0.27,8.3,104,17.3,0.399,0.181,20.4,92,10.5,99.8,http://www.basketball-reference.com/boxscores/201604280BOS.html
0.506,0.157,29.7,97,11.8,0.454,0.276,12.5,90,9.4,87.9,http://www.basketball-reference.com/boxscores/201604290CHO.html
0.424,0.203,31.9,83,15.1,0.513,0.303,32.4,101,13.8,87,http://www.basketball-reference.com/boxscores/201604290IND.html
0.471,0.241,36.4,103,7.4,0.523,0.186,37.5,106,11.1,88.5,http://www.basketball-reference.com/boxscores/201604290POR.html
0.447,0.188,22.4,92,9.6,0.661,0.155,15.6,124,8,92.5,http://www.basketball-reference.com/boxscores/201604300SAS.html
0.454,0.186,20.4,106,7.8,0.533,0.231,34.8,118,10.6,98.2,http://www.basketball-reference.com/boxscores/201605010GSW.html
0.363,0.143,5.9,73,7.3,0.534,0.124,23.3,106,8.6,92.6,http://www.basketball-reference.com/boxscores/201605010MIA.html
0.527,0.096,13.9,84,14.5,0.427,0.146,35.3,89,7.7,83.2,http://www.basketball-reference.com/boxscores/201605010TOR.html
0.443,0.184,30.6,93,11.1,0.536,0.181,23.3,104,8,88.8,http://www.basketball-reference.com/boxscores/201605020CLE.html
0.513,0.215,24.3,98,16.9,0.457,0.117,18.8,97,9.1,96.5,http://www.basketball-reference.com/boxscores/201605020SAS.html
0.525,0.173,13.6,99,15.9,0.505,0.198,23.3,110,9.1,98.3,http://www.basketball-reference.com/boxscores/201605030GSW.html
0.494,0.157,22.9,102,14.8,0.478,0.124,8.9,96,13.6,94.1,http://www.basketball-reference.com/boxscores/201605030TOR.html
0.5,0.38,20.5,98,16,0.615,0.184,27.3,123,7.6,90.4,http://www.basketball-reference.com/boxscores/201605040CLE.html
0.525,0.114,25.7,92,19.9,0.441,0.151,26.5,96,7.9,86.6,http://www.basketball-reference.com/boxscores/201605050TOR.html
